Generation,Max Fitness,Mean Fitness,Std Fitness,Variety
1,39.81097190517384,16.745316418658668,12.38029861459855,12.664687674035417
2,57.59313682352702,24.38588594462526,15.136714474992838,9.394845852854424
3,61.48488832931646,26.653518531794898,16.947283115414958,7.3278711582096605
4,60.463215626373795,29.81205497033594,18.588950819896237,5.161155992239085
5,60.463215626373795,47.04427788901927,18.36463834743607,2.5313177903576465
6,60.463215626373795,51.76776829101591,19.37226845923133,2.171738951982922
7,60.463215626373795,50.53774367492843,19.816931913178983,2.7037134018191966
8,60.463215626373795,51.57919016679754,19.427631529832674,2.328015819631558
9,60.463215626373795,49.74255261202094,20.61704860578186,2.8100151128915654
10,60.463215626373795,50.0665080386532,20.203579738397096,2.896809463208377
11,60.463215626373795,51.366142963799824,19.64375712594391,2.5123530228564404
12,60.463215626373795,48.327027768794586,22.376899292396118,3.07772975449741
13,60.463215626373795,49.99044029469629,20.429787621929012,2.791428446919678
14,60.463215626373795,48.83600699215299,20.90277596578435,3.0460357605183335
15,60.463215626373795,51.241887238892296,18.62166341844009,2.7264116691318594
16,60.463215626373795,49.24958304291333,21.449139389294682,2.8094319900404443
17,60.463215626373795,48.12128465675196,21.705819353047353,3.209209075866592
18,60.463215626373795,53.59871292028924,17.57487010025956,1.8886848068052036
19,60.463215626373795,48.27449562363439,22.767718924859217,2.8592307991959034
20,60.463215626373795,52.09948730564927,19.68269696243553,2.1237328711144614
21,60.463215626373795,48.17156196420907,22.10271054247468,2.989572622259762
22,60.463215626373795,50.2812729774599,20.562374858603082,2.6160694486666807
23,60.463215626373795,48.7996910731082,21.37740254551248,2.996399034770961
24,60.463215626373795,53.15466589509036,17.614745345697475,2.0378077784387507
25,60.463215626373795,50.71163780056001,19.32909905803294,2.7347286418339625
26,60.463215626373795,49.43308830974312,20.216643846107996,3.053624273365102
27,60.463215626373795,47.743118161403004,22.702277789043105,3.1735168806104
28,60.463215626373795,47.50865154227142,21.98285452353548,3.486289158015915
29,60.463215626373795,51.376176666685076,19.22591098170265,2.7007589217798387
30,60.463215626373795,47.36112043454461,21.821297724421445,3.4422533097904564
