Generation,Max Fitness,Mean Fitness,Std Fitness,Variety
1,41.2387425034413,0.6368058093328695,6.800408377921518,13.31649978167819
2,41.2387425034413,6.7958368230461215,6.489383748847761,12.91797630896478
3,92.05941890694542,17.30701660443562,19.658419515860345,12.411289745808745
4,185.61388628966378,40.64143548936947,27.676389195463273,11.901800180108197
5,185.61388628966378,57.741436704180636,24.269063681858125,11.236697416268237
6,185.61388628966378,73.92980426751008,22.76486333305712,9.718782087063797
7,187.61569079167757,90.5830267794928,28.862033099632384,8.96512284908498
8,187.61569079167757,106.001547506738,35.99282617324699,8.525261083638512
9,187.61569079167757,127.13259280207285,43.637742259626876,7.871304190870327
10,187.61569079167757,156.37481673657962,41.233228471029,1.6480552660554264
11,187.61569079167757,187.35664279592407,0.5496355881911494,0.0878189335444247
12,188.68471519746365,187.62905359674986,0.11877120944352448,0.09334300069884024
13,188.715352803871,187.72088867975904,0.315763006001695,0.09845847515531572
14,188.715352803871,188.12066154741515,0.5313178985260483,0.004198717000191104
15,188.715352803871,188.7042466715483,0.014728174891732372,0.0003537861814838244
16,188.715352803871,188.71535280387099,2.842170943040401e-14,0.000336571571179784
17,188.715352803871,188.71535280387099,2.842170943040401e-14,0.00033657157117978454
18,188.715352803871,188.71535280387099,2.842170943040401e-14,0.0003386507208001851
19,188.715352803871,188.71535280387099,2.842170943040401e-14,0.0003386507208001856
20,188.715352803871,188.71535280387099,2.842170943040401e-14,0.00034049473172604856
21,188.715352803871,188.71535280387099,2.842170943040401e-14,0.00035363295344224843
22,188.715352803871,188.71535280387099,2.842170943040401e-14,0.0003541425085434233
23,188.715352803871,188.71535280387099,2.842170943040401e-14,0.0003391666356497057
24,188.715352803871,188.71535280387099,2.842170943040401e-14,0.0003541425085434231
25,188.715352803871,188.71535280387099,2.842170943040401e-14,0.000354142508543424
26,188.715352803871,188.71535280387099,2.842170943040401e-14,0.00033657157117978384
27,188.715352803871,188.71535280387099,2.842170943040401e-14,0.0003386667321355644
28,188.715352803871,188.71535280387099,2.842170943040401e-14,0.00035566365554960336
29,188.715352803871,188.71535280387099,2.842170943040401e-14,0.000355648227602275
30,188.715352803871,188.71535280387099,2.842170943040401e-14,0.00034061254133081834
