Generation,Max Fitness,Mean Fitness,Std Fitness,Variety
1,91.04704041507837,22.44619944873497,29.44649047049014,13.895102327726747
2,91.49061166337202,33.21955078919855,34.01140127473387,14.293715568695616
3,92.69061166337202,42.00764247275578,35.133234952258846,14.527458091844874
4,92.69061166337202,50.028242455416766,35.16753337600096,14.72100039359009
5,92.9446788846423,58.807827078582534,35.16796117219984,14.868777847556101
6,93.00278772623588,66.47527955372644,31.518923044127806,15.030791619854293
7,93.20278772623588,72.71551292140158,27.69281638228124,15.071393824224593
8,93.20278772623588,77.09170553431531,23.692288029922057,15.15744240536017
9,93.20278772623588,81.65054513181438,20.336351204049265,15.281931746521135
10,95.48893772615669,84.78835446155314,14.389032294498774,15.322082631474204
11,95.48893772615669,87.2753512136228,10.054805169904066,15.363122591465132
12,95.48893772615669,88.69528144485818,5.066467843548961,15.412044931434638
13,95.48893772615669,89.07745995516441,4.294687810415449,15.447258160924948
14,95.48893772615669,89.38329135653059,3.6389731754846526,15.478032568466071
15,95.48893772615669,89.84816872211701,2.4799760171231386,15.48636086143109
16,95.48893772615669,90.06327071423152,2.4218401720329594,15.507017404506898
17,95.48893772615669,90.34423983816114,2.0914124855658054,15.541506416850028
18,95.48893772615669,90.51128234216213,2.0217128868725345,15.562516298940714
19,95.48893772615669,90.68918563197313,1.9277520788881233,15.588253077850277
20,95.48893772615669,90.82613542141962,1.8529274189373668,15.585252517991995
21,95.48893772615669,90.93951491793143,1.8115435436286507,15.58752203757039
22,95.48893772615669,90.98379641330703,1.794033237424152,15.600504414725217
23,95.48893772615669,91.05178300209079,1.7428263514302913,15.608631651402495
24,95.48893772615669,91.16470050395952,1.6376578476016381,15.630191204058061
25,95.48893772615669,91.25551562640806,1.5651324849170127,15.635810406070355
26,95.48893772615669,91.2775006195676,1.562087818195037,15.634120906986666
27,95.48893772615669,91.35592098337007,1.4951277601350168,15.639573958017275
28,95.48893772615669,91.45796027327185,1.4302170344777743,15.619657345615684
29,95.48893772615669,91.54056465564908,1.3592459690530005,15.632120091101617
30,95.48893772615669,91.55961313345546,1.351244335227744,15.628383255974574
