Generation,Max Fitness,Mean Fitness,Std Fitness,Variety
1,33.15539598986962,5.734160711362039,5.298660972435181,13.16086042832321
2,34.33164026990007,10.64786584844783,8.43883242653694,12.299179258195887
3,36.028734374276524,20.624212532010063,9.198726571271902,10.586575518973168
4,61.651347879753686,30.567287740552857,3.5569428009656447,10.804291595986296
5,67.48817938185722,32.12187919591182,5.49066158802415,11.429852463746165
6,72.35630991776686,34.39752724498929,7.529062756928265,11.451871735876024
7,72.35630991776686,38.48753281504234,9.093532395002903,10.434184443612283
8,72.35630991776686,43.95485531235135,10.122307907574095,7.560164704906542
9,79.60527033143778,53.21787946059655,10.479962107758674,4.395571079640623
10,86.60302390222947,62.90961927301621,8.229127949910843,2.889255758753906
