Generation,Max Fitness,Mean Fitness,Std Fitness,Variety
1,91.96956207860757,20.442480368601032,27.652346795344055,13.52504737014058
2,92.59605369405453,48.56634525074303,34.95121531652001,13.270098850057161
3,92.79605369405454,68.47910894192442,30.979064738004915,13.055602160032182
4,93.40956741322127,71.87682509337081,28.957049688158293,12.786270982362527
5,93.33616819497439,73.66005177138138,28.507222584716132,10.949836235707643
6,93.40956741322127,74.02864688642698,27.7358445027193,11.244395545629137
7,93.40956741322127,74.86057375205266,26.900796605364384,9.860011494028459
8,93.40956741322127,74.26433378446823,30.092363708051185,9.37401821265003
9,93.40956741322127,70.36321299635507,27.830776243649993,9.504850503525923
10,93.59605369405453,76.05763287111432,26.021760897912962,9.745402815421226
11,93.80278772623588,75.21953077845879,27.29165159556993,9.514287767277207
12,93.80278772623588,76.60551741848137,24.608397102449082,9.525098236631214
13,93.59605369405453,74.13048132392352,28.39227277916008,9.58813911267705
14,93.59605369405453,71.65126188467049,30.446381426278315,8.918680098117317
15,93.80278772623588,72.17690094644956,27.630813921335154,9.267950513735396
16,93.80278772623588,70.81613936742171,30.60806219593597,9.24977693509927
17,93.40956741322127,76.68754068199834,25.89858956322861,9.284596292790205
18,93.40956741322127,79.29026788369535,24.872563864060968,8.875552176482948
19,93.40956741322127,74.85914512799336,26.49855319652487,8.853555645102158
20,93.40956741322127,80.56167040108757,22.689423502220865,8.648913524581612
21,93.40956741322127,82.10411192423406,17.58036255028667,8.620211462477622
22,93.40956741322127,79.26609674854836,22.818095748118413,8.823240799524944
23,93.40956741322127,80.42721531597832,22.869178721551933,8.65368892192426
24,93.40956741322127,76.65161782437578,25.43855072981131,8.717431736309393
25,93.40956741322127,77.5271127663486,24.27891211353831,8.910137239966282
26,93.53740496697303,83.01815340125357,19.910956962029758,9.026638321161938
27,93.40956741322127,79.65640129163324,22.978984817812062,9.039085344430369
28,93.40956741322127,80.99644289240348,22.858028797049393,8.893314296114648
29,93.40956741322127,80.56771964239253,22.558967789985246,9.127157495739342
30,93.40956741322127,82.98764647418334,20.814941544714582,8.784055714134318
