Generation,Max Fitness,Mean Fitness,Std Fitness,Variety
1,107.12190384199175,8.417526852229745,20.933817950238687,13.386761010058839
2,186.60101925443382,36.661527531867776,37.91107418734608,12.667973624260764
3,191.01129059145487,91.38409383079579,35.72516345327233,12.213810332741218
4,191.01129059145487,113.53327970559329,21.71627321391999,12.274298492995882
5,191.01129059145487,115.66892228470017,24.650231009465532,12.460751062543997
6,191.01129059145487,117.80149074940225,27.11306073641113,12.536603120338997
7,191.01129059145487,122.05524477459699,31.02489905957189,12.533864088071077
8,191.01129059145487,127.70213775095314,34.747518632345106,12.382639511032885
9,191.01129059145487,138.26590489960316,38.647211367882456,11.888330826179901
10,191.01129059145487,150.25189736615033,39.35866362415899,11.361045093493251
