Generation,Max Fitness,Mean Fitness,Std Fitness,Variety
1,107.08708473117252,11.002668078004119,19.678947161355662,13.110503923863853
2,184.97608563846265,43.46990987022711,31.88714616638859,12.315451280237975
3,184.97608563846265,71.65955467378517,27.280573714687332,9.331472783818239
4,184.97608563846265,101.85508081137996,14.508780786210009,6.7766169014988735
5,185.0614855328362,109.06613488739424,12.162167521423239,6.349505597703481
6,185.0614855328362,110.04819771476225,14.776556175571445,6.971823469189071
7,185.32612331399528,113.9520172440765,22.010034120153342,7.387993177298514
8,187.21563277867634,126.68046651108182,33.83670461310616,5.621606307615024
9,187.31032141569563,162.9453467108839,35.43311838879483,2.4896162219386566
10,187.37032894137164,186.0417376519975,0.7951693574984217,0.8791322581791166
11,187.37032894137164,187.22681884318246,0.1640804872038001,0.8205775513578302
12,187.37032894137164,187.34324396717062,0.027538291077568354,0.04622896210806433
13,187.37032894137164,187.3703289413716,2.842170943040401e-14,0.0462289621080642
14,187.37032894137164,187.3703289413716,2.842170943040401e-14,0.04785663850594442
15,187.37032894137164,187.3703289413716,2.842170943040401e-14,0.18386606783663798
16,187.7437780727739,187.37499705551414,0.041491106061010814,0.18386606783663764
17,187.7437780727739,187.37499705551414,0.041491106061010814,0.44149610894381003
18,187.7437780727739,187.379025541406,0.05076337469444408,0.9270629706064546
19,188.07938813501173,187.39577001588168,0.10056989618388906,2.026477497234727
20,188.09314457532182,187.43820549040973,0.1516669790659091,3.2191626296599094
21,188.1784913036947,187.59161007306457,0.24558207029492013,1.6472249047377436
22,188.22283268572275,187.9066206882166,0.19358096439489114,1.2640919346609791
23,188.23999997403675,188.11949276757574,0.061896177875366505,1.5886715490057766
24,188.28459279894244,188.18162374074458,0.03436343284948147,1.4867614185224145
25,188.3060562657281,188.2191859789735,0.027616128603259908,0.8400239462525279
26,188.30623959061862,188.24461292486865,0.019662318242208033,1.446498599927897
27,188.35741512959413,188.26826708057692,0.03026828575864139,1.4366098575580506
28,188.36027892038285,188.30093140236508,0.021371996745040287,1.0694685345552162
29,188.39795713961814,188.32195553264947,0.01983148086910468,0.20853555829296277
30,188.39795713961814,188.3574866663395,0.019416426168699118,0.06025736696819293
