Generation,Max Fitness,Mean Fitness,Std Fitness,Variety
1,107.04651000309485,12.120297975743785,22.928578114057935,13.14344341971126
2,185.68546332814958,40.161318872998955,31.394818756855436,12.405413222245084
3,187.13308758931572,77.60515004859744,35.85141183376333,9.647194750128222
4,187.83025323269172,113.76752675507733,26.493637678923093,8.924593541529227
5,188.09813697381395,126.95725523753576,34.35805739552443,8.423755121923628
6,188.37651937470207,150.86952413608552,39.56445194435766,6.855138939584692
7,188.4885742608552,186.90442626448126,0.9579311695791811,7.939238416472007
8,188.70535345228237,187.44037067391716,0.6735641283538323,8.134200316797735
9,189.3205597329993,188.0107478688225,0.46061379957223375,0.5732808966437954
10,189.3205597329993,188.6089168322133,0.21871979388644514,0.847628643371124
11,190.29461707852712,188.91029444435398,0.3135638068959695,0.19233101849414072
12,190.45830360754212,189.3408448180027,0.213394208815543,0.22656976324929493
13,190.45830360754212,189.6033470500343,0.45766984047939374,0.09883885314560506
14,190.5159480683569,190.33887011002145,0.26038287227844215,0.012490592828026677
15,190.5159480683569,190.46334749786342,0.016288385690623814,0.032664269050700516
16,190.5159480683569,190.48352305914858,0.02859617020805473,0.0058602416973406075
17,190.5159480683569,190.5159480683569,0.0,0.006411203783661955
18,190.5159480683569,190.5159480683569,0.0,0.006411203783661931
19,190.5159480683569,190.5159480683569,0.0,0.005860241697340589
20,190.5159480683569,190.5159480683569,0.0,0.006202595904512215
21,190.5159480683569,190.5159480683569,0.0,0.0062025959045122255
22,190.5159480683569,190.5159480683569,0.0,0.006202595904512191
23,190.5159480683569,190.5159480683569,0.0,0.005860241697340597
24,190.5159480683569,190.5159480683569,0.0,0.006019153227710287
25,190.5159480683569,190.5159480683569,0.0,0.0064283647819206105
26,190.5159480683569,190.5159480683569,0.0,0.00612294654247091
27,190.5159480683569,190.5159480683569,0.0,0.005752280295933127
28,190.5159480683569,190.5159480683569,0.0,0.005650101659935156
29,190.5159480683569,190.5159480683569,0.0,0.005650101659935126
30,190.5159480683569,190.5159480683569,0.0,0.005650101659935114
