Generation,Max Fitness,Mean Fitness,Std Fitness,Variety
1,48.87961901903007,9.86763078165025,9.035077561252457,13.078988807005574
2,77.9032725875176,12.99787778854307,14.053906444658816,12.280561084554055
3,85.31156296042133,24.00447418271524,21.736548800210244,8.349124355052643
4,86.25516050246941,57.173483539128185,33.78111554551574,3.917023885415437
5,86.25516050246941,66.08735765973324,32.33427866786838,3.0922253111283005
6,86.25516050246941,69.24653799133928,31.70131286703763,2.5649137016421846
7,86.25516050246941,69.04250792154978,33.06288775432117,2.543169243940958
8,86.25516050246941,70.368367810923,31.42417498096063,2.490020801961281
9,86.25516050246941,69.70051811921536,33.123594360049495,2.4472392829006755
10,86.25516050246941,63.24882464873793,36.23249948483018,3.4291030868495755
11,86.25516050246941,65.07954333362574,35.70395821837252,3.099641064505637
12,86.25516050246941,65.57611337278641,35.83155630898902,3.0387983238973737
13,86.26813130130759,69.24081013584045,32.8733865122094,2.575072708949903
14,86.26813130130759,65.64082445643032,34.82931031037171,3.129472863111836
15,86.26813130130759,72.04406705155407,30.367449915863276,2.2132525096574835
16,86.26813130130759,69.50138864422615,32.98445288451382,2.4975329284450565
17,86.26813130130759,71.86472543643276,31.185235445544286,2.134355608344337
18,86.26813130130759,69.05848961491797,32.553049042515546,2.6313613232402817
19,86.26813130130759,65.83973394398349,35.065566313245355,3.0423518793737836
20,86.26813130130759,69.42782460574996,33.238863720012034,2.5045353517202877
21,86.26813130130759,65.85394427756032,35.29794663642069,2.999291138356562
22,86.26813130130759,73.30063088805755,29.736872589877493,1.9401437954618403
23,86.26813130130759,72.53522645325711,30.543355848862046,2.0600579938357955
24,86.26813130130759,64.8392933510619,34.91465406386844,3.245068816516442
25,86.26813130130759,64.80082979580992,34.442269471122934,3.3210106926866576
26,86.26813130130759,68.18715900257278,34.060203600663705,2.650445470451187
27,86.26813130130759,72.83048148021852,29.97647931656401,2.0788440494711726
28,86.26813130130759,68.83887985276017,32.79952865199302,2.6866055601354337
29,86.26813130130759,69.70744025815677,32.6504118480876,2.5731086544064605
30,86.26813130130759,67.80519805642697,34.04809567397024,2.748835431298334
